x-axis,4
second,Ampere
-1.00000000E+00,-5.01256285E+00
-999.96800E-03,-2.01005027E+00
-999.93600E-03,-2.01005027E+00
-999.90400E-03,-2.01005027E+00
-999.87200E-03,-2.21105529E+00
-999.84000E-03,-2.60050253E+00
-999.80800E-03,-603.01508E-03
-999.77600E-03,-2.21105529E+00
-999.74400E-03,-2.19849248E+00
-999.71200E-03,-1.59547740E+00
-999.68000E-03,-603.01508E-03
-999.64800E-03,-2.01005027E+00
-999.61600E-03,-2.21105529E+00
-999.58400E-03,-4.00753772E+00
-999.55200E-03,-2.01005027E+00
-999.52000E-03,-2.01005027E+00
-999.48800E-03,-2.01005027E+00
-999.45600E-03,-2.01005027E+00
-999.42400E-03,-2.01005027E+00
-999.39200E-03,-2.01005027E+00
-999.36000E-03,-2.19849248E+00
-999.32800E-03,-1.80904524E+00
-999.29600E-03,-2.01005027E+00
-999.26400E-03,-2.01005027E+00
-999.23200E-03,-2.19849248E+00
-999.20000E-03,-1.80904524E+00
-999.16800E-03,-2.01005027E+00
-999.13600E-03,-2.01005027E+00
-999.10400E-03,-1.99748745E+00
-999.07200E-03,-1.80904524E+00
-999.04000E-03,-1.99748745E+00
-999.00800E-03,-1.80904524E+00
-998.97600E-03,-1.99748745E+00
-998.94400E-03,-1.80904524E+00
-998.91200E-03,-1.80904524E+00
-998.88000E-03,-1.80904524E+00
-998.84800E-03,-1.80904524E+00
-998.81600E-03,-1.99748745E+00
-998.78400E-03,-1.80904524E+00
-998.75200E-03,-1.80904524E+00
-998.72000E-03,-1.99748745E+00
-998.68800E-03,-1.80904524E+00
-998.65600E-03,-1.80904524E+00
-998.62400E-03,-1.80904524E+00
-998.59200E-03,-1.80904524E+00
-998.56000E-03,-1.80904524E+00
-998.52800E-03,-1.80904524E+00
-998.49600E-03,-1.79648243E+00
-998.46400E-03,-1.60804021E+00
-998.43200E-03,-1.79648243E+00
-998.40000E-03,-1.60804021E+00
-998.36800E-03,-1.79648243E+00
-998.33600E-03,-1.60804021E+00
-998.30400E-03,-1.60804021E+00
-998.27200E-03,-1.79648243E+00
-998.24000E-03,+0.0E+00
