x-axis,1,2
second,Volt,Volt
-100.00000E-03,-10.15327E-03,-7.73869E-03
-99.98750E-03,-10.05276E-03,-7.73869E-03
-99.97500E-03,-9.95226E-03,-7.63819E-03
-99.96250E-03,-10.15327E-03,-7.43719E-03
-99.95000E-03,-9.85176E-03,-7.63819E-03
-99.93750E-03,-9.75126E-03,-7.63819E-03
-99.92500E-03,-9.85176E-03,-7.63819E-03
-99.91250E-03,-9.85176E-03,-7.53769E-03
-99.90000E-03,-10.05276E-03,-7.93970E-03
-99.88750E-03,-10.05276E-03,-7.73869E-03
-99.87500E-03,-10.15327E-03,-8.04020E-03
-99.86250E-03,-10.35427E-03,-7.83920E-03
-99.85000E-03,-10.35427E-03,-8.04020E-03
-99.83750E-03,-10.15327E-03,-8.04020E-03
-99.82500E-03,-10.15327E-03,-8.24121E-03
-99.81250E-03,-10.25377E-03,-8.24121E-03
-99.80000E-03,-10.25377E-03,-8.04020E-03
-99.78750E-03,-10.25377E-03,-7.93970E-03
-99.77500E-03,-9.75126E-03,-8.44221E-03
-99.76250E-03,-10.05276E-03,-8.34171E-03
-99.75000E-03,-10.15327E-03,-8.24121E-03
-99.73750E-03,-10.15327E-03,-8.14070E-03
-99.72500E-03,-10.05276E-03,-7.83920E-03
-99.71250E-03,-9.95226E-03,-7.83920E-03
-99.70000E-03,-9.85176E-03,-7.83920E-03
-99.68750E-03,-9.95226E-03,-8.14070E-03
-99.67500E-03,-9.95226E-03,-8.04020E-03
-99.66250E-03,-9.95226E-03,-8.24121E-03
-99.65000E-03,-9.85176E-03,-8.34171E-03
-99.63750E-03,-9.85176E-03,-8.34171E-03
-99.62500E-03,-10.55528E-03,-8.24121E-03
-99.61250E-03,-10.05276E-03,-8.14070E-03
-99.60000E-03,-10.05276E-03,-8.34171E-03
-99.58750E-03,-10.05276E-03,-8.14070E-03
-99.57500E-03,-9.95226E-03,-8.04020E-03
-99.56250E-03,-9.95226E-03,-8.04020E-03
-99.55000E-03,-9.95226E-03,-7.93970E-03
-99.53750E-03,-9.85176E-03,-7.83920E-03
-99.52500E-03,-9.85176E-03,-7.93970E-03
-99.51250E-03,-9.55025E-03,-7.83920E-03
-99.50000E-03,-10.15327E-03,-7.93970E-03
-99.48750E-03,-10.15327E-03,-7.93970E-03
-99.47500E-03,-9.85176E-03,-7.73869E-03
-99.46250E-03,-9.75126E-03,-7.73869E-03
-99.45000E-03,-9.75126E-03,-7.83920E-03
-99.43750E-03,-10.05276E-03,-7.63819E-03
-99.42500E-03,-10.35427E-03,-7.53769E-03
