x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-1.0000146E+00,+1.4956030E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-999.8896E-03,+1.4961055E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-999.7646E-03,+1.4961055E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-999.6396E-03,+1.4961055E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-999.5146E-03,+1.4961055E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-999.3896E-03,+1.4961055E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-999.2646E-03,+1.4951005E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-999.1396E-03,+1.4961055E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-999.0146E-03,+1.4966081E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-998.8896E-03,+1.4966081E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-998.7646E-03,+1.4966081E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-998.6396E-03,+1.4966081E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-998.5146E-03,+1.4966081E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-998.3896E-03,+1.4961055E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-998.2646E-03,+1.4961055E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-998.1396E-03,+1.4956030E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-998.0146E-03,+1.4956030E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-997.8896E-03,+1.4961055E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-997.7646E-03,+1.4966081E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-997.6396E-03,+1.4961055E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-997.5146E-03,+1.4961055E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-997.3896E-03,+1.4966081E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-997.2646E-03,+1.4961055E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-997.1396E-03,+1.4961055E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-997.0146E-03,+1.4961055E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-996.8896E-03,+1.4961055E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-996.7646E-03,+1.4961055E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-996.6396E-03,+1.4961055E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-996.5146E-03,+1.4961055E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-996.3896E-03,+1.4956030E+00,+1.3925879E+00,+2.8893467E+00,+3.2163315E+00
-996.2646E-03,+1.4956030E+00,+1.3925879E+00,+2.8893467E+00,+3.2163315E+00
-996.1396E-03,+1.4961055E+00,+1.3925879E+00,+2.8893467E+00,+3.2163315E+00
-996.0146E-03,+1.4961055E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-995.8896E-03,+1.4961055E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-995.7646E-03,+1.4961055E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-995.6396E-03,+1.4961055E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-995.5146E-03,+1.4956030E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
-995.3896E-03,+1.4956030E+00,+1.3925879E+00,+2.8943718E+00,+3.2163315E+00
