x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-250.01456E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.22638175E+00
-249.98331E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.22135662E+00
-249.95206E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.92081E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.88956E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.85831E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.82706E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.79581E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.76456E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.22135662E+00
-249.73331E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.22135662E+00
-249.70206E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.22135662E+00
-249.67081E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.22135662E+00
-249.63956E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.60831E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.57706E-03,+1.49459801E+00,+1.38756282E+00,+2.88934670E+00,+3.21633150E+00
-249.54581E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.51456E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.48331E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.45206E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.42081E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.38956E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.35831E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.32706E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.22135662E+00
-249.29581E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.22135662E+00
-249.26456E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.23331E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.20206E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.17081E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.13956E-03,+1.49409550E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.10831E-03,+1.49409550E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.07706E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.04581E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-249.01456E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.98331E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.95206E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.92081E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.88956E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.22135662E+00
-248.85831E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.22135662E+00
-248.82706E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.22135662E+00
-248.79581E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.22135662E+00
-248.76456E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.73331E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.70206E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.22135662E+00
-248.67081E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.22135662E+00
-248.63956E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.22135662E+00
-248.60831E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.22135662E+00
-248.57706E-03,+1.49610555E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.54581E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.51456E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.48331E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.45206E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.42081E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.38956E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.35831E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.32706E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.29581E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.26456E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.23331E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.20206E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.17081E-03,+1.49510052E+00,+1.38756282E+00,+2.88934670E+00,+3.21633150E+00
-248.13956E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.10831E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.07706E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.04581E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-248.01456E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.98331E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.95206E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.92081E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.88956E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.85831E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.82706E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.79581E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.76456E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.73331E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.70206E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.67081E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.63956E-03,+1.49510052E+00,+1.38756282E+00,+2.88934670E+00,+3.21633150E+00
-247.60831E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.57706E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.54581E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.51456E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.48331E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.45206E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.42081E-03,+1.49560303E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.38956E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.35831E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.32706E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.29581E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.26456E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.23331E-03,+1.49510052E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.20206E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
-247.17081E-03,+1.49459801E+00,+1.39258794E+00,+2.88934670E+00,+3.21633150E+00
