x-axis,1
second,Volt
-2.50000345E+00,+1.46536681E+00
-2.49992345E+00,+1.42516581E+00
-2.49984345E+00,+1.42343214E+00
-2.49976345E+00,+1.46189948E+00
-2.49968345E+00,+1.42516581E+00
-2.49960345E+00,+1.46189948E+00
-2.49952345E+00,+1.42516581E+00
-2.49944345E+00,+1.46189948E+00
-2.49936345E+00,+1.38669847E+00
-2.49928345E+00,+1.46016581E+00
-2.49920345E+00,+1.46363315E+00
-2.49912345E+00,+1.46363315E+00
-2.49904345E+00,+1.46363315E+00
-2.49896345E+00,+1.42516581E+00
-2.49888345E+00,+1.46189948E+00
-2.49880345E+00,+1.46363315E+00
-2.49872345E+00,+1.46363315E+00
-2.49864345E+00,+1.38669847E+00
-2.49856345E+00,+1.46016581E+00
-2.49848345E+00,+1.46363315E+00
-2.49840345E+00,+1.46363315E+00
-2.49832345E+00,+1.46363315E+00
-2.49824345E+00,+1.38669847E+00
-2.49816345E+00,+1.42169847E+00
-2.49808345E+00,+1.46189948E+00
-2.49800345E+00,+1.42516581E+00
-2.49792345E+00,+1.46189948E+00
-2.49784345E+00,+1.46363315E+00
-2.49776345E+00,+1.42516581E+00
-2.49768345E+00,+1.46189948E+00
-2.49760345E+00,+1.42516581E+00
-2.49752345E+00,+1.42343214E+00
-2.49744345E+00,+1.46189948E+00
-2.49736345E+00,+1.42516581E+00
-2.49728345E+00,+1.42343214E+00
-2.49720345E+00,+1.42343214E+00
-2.49712345E+00,+1.46189948E+00
-2.49704345E+00,+1.46363315E+00
-2.49696345E+00,+1.46363315E+00
-2.49688345E+00,+1.50210048E+00
-2.49680345E+00,+1.46536681E+00
-2.49672345E+00,+1.46363315E+00
-2.49664345E+00,+1.46363315E+00
-2.49656345E+00,+1.46363315E+00
-2.49648345E+00,+1.42516581E+00
-2.49640345E+00,+1.46189948E+00
-2.49632345E+00,+1.46363315E+00
-2.49624345E+00,+1.46363315E+00
-2.49616345E+00,+1.46363315E+00
-2.49608345E+00,+1.42516581E+00
-2.49600345E+00,+1.46189948E+00
-2.49592345E+00,+1.46363315E+00
-2.49584345E+00,+1.46363315E+00
-2.49576345E+00,+1.42516581E+00
-2.49568345E+00,+1.42343214E+00
-2.49560345E+00,+1.46189948E+00
-2.49552345E+00,+1.42516581E+00
-2.49544345E+00,+1.46189948E+00
-2.49536345E+00,+1.46363315E+00
-2.49528345E+00,+1.42516581E+00
-2.49520345E+00,+1.46189948E+00
-2.49512345E+00,+1.46363315E+00
-2.49504345E+00,+1.42516581E+00
-2.49496345E+00,+1.46189948E+00
-2.49488345E+00,+1.46363315E+00
-2.49480345E+00,+1.46363315E+00
-2.49472345E+00,+1.42516581E+00
-2.49464345E+00,+1.42343214E+00
-2.49456345E+00,+1.46189948E+00
-2.49448345E+00,+1.42516581E+00
-2.49440345E+00,+1.46189948E+00
-2.49432345E+00,+1.46363315E+00
-2.49424345E+00,+1.46363315E+00
-2.49416345E+00,+1.46363315E+00
-2.49408345E+00,+1.46363315E+00
-2.49400345E+00,+1.46363315E+00
-2.49392345E+00,+1.46363315E+00
-2.49384345E+00,+1.46363315E+00
-2.49376345E+00,+1.46363315E+00
-2.49368345E+00,+1.46363315E+00
-2.49360345E+00,+1.46363315E+00
-2.49352345E+00,+1.46363315E+00
-2.49344345E+00,+1.46363315E+00
-2.49336345E+00,+1.42516581E+00
-2.49328345E+00,+1.46189948E+00
-2.49320345E+00,+1.46363315E+00
-2.49312345E+00,+1.42516581E+00
-2.49304345E+00,+1.46189948E+00
-2.49296345E+00,+1.46363315E+00
-2.49288345E+00,+1.50210048E+00
-2.49280345E+00,+1.42689948E+00
-2.49272345E+00,+1.42343214E+00
-2.49264345E+00,+1.46189948E+00
-2.49256345E+00,+1.46363315E+00
-2.49248345E+00,+1.46363315E+00
-2.49240345E+00,+1.42516581E+00
-2.49232345E+00,+1.50036681E+00
-2.49224345E+00,+1.42689948E+00
-2.49216345E+00,+1.46189948E+00
-2.49208345E+00,+1.46363315E+00
-2.49200345E+00,+1.46363315E+00
-2.49192345E+00,+1.42516581E+00
-2.49184345E+00,+1.46189948E+00
-2.49176345E+00,+1.42516581E+00
-2.49168345E+00,+1.46189948E+00
-2.49160345E+00,+1.46363315E+00
-2.49152345E+00,+1.46363315E+00
-2.49144345E+00,+1.46363315E+00
-2.49136345E+00,+1.46363315E+00
-2.49128345E+00,+1.46363315E+00
-2.49120345E+00,+1.46363315E+00
-2.49112345E+00,+1.42516581E+00
-2.49104345E+00,+1.46189948E+00
-2.49096345E+00,+1.46363315E+00
-2.49088345E+00,+1.50210048E+00
-2.49080345E+00,+1.46536681E+00
-2.49072345E+00,+1.42516581E+00
-2.49064345E+00,+1.42343214E+00
-2.49056345E+00,+1.42343214E+00
-2.49048345E+00,+1.42343214E+00
-2.49040345E+00,+1.38496481E+00
-2.49032345E+00,+1.46016581E+00
-2.49024345E+00,+1.46363315E+00
-2.49016345E+00,+1.46363315E+00
-2.49008345E+00,+1.46363315E+00
-2.49000345E+00,+1.46363315E+00
-2.48992345E+00,+1.42516581E+00
-2.48984345E+00,+1.46189948E+00
-2.48976345E+00,+1.42516581E+00
-2.48968345E+00,+1.38496481E+00
-2.48960345E+00,+1.46016581E+00
-2.48952345E+00,+1.42516581E+00
-2.48944345E+00,+1.46189948E+00
-2.48936345E+00,+1.46363315E+00
-2.48928345E+00,+1.46363315E+00
-2.48920345E+00,+1.46363315E+00
-2.48912345E+00,+1.46363315E+00
-2.48904345E+00,+1.46363315E+00
-2.48896345E+00,+1.46363315E+00
-2.48888345E+00,+1.42516581E+00
-2.48880345E+00,+1.46189948E+00
-2.48872345E+00,+1.46363315E+00
-2.48864345E+00,+1.42516581E+00
-2.48856345E+00,+1.46189948E+00
-2.48848345E+00,+1.46363315E+00
-2.48840345E+00,+1.46363315E+00
-2.48832345E+00,+1.46363315E+00
-2.48824345E+00,+1.42516581E+00
-2.48816345E+00,+1.42343214E+00
-2.48808345E+00,+1.46189948E+00
-2.48800345E+00,+1.46363315E+00
-2.48792345E+00,+1.46363315E+00
-2.48784345E+00,+1.42516581E+00
-2.48776345E+00,+1.46189948E+00
-2.48768345E+00,+1.57903515E+00
-2.48760345E+00,+1.46883415E+00
-2.48752345E+00,+1.46363315E+00
-2.48744345E+00,+1.42516581E+00
-2.48736345E+00,+1.46189948E+00
-2.48728345E+00,+1.46363315E+00
-2.48720345E+00,+1.46363315E+00
-2.48712345E+00,+1.46363315E+00
