x-axis,1,2,3,4
second,Ampere,Ampere,Ampere,Ampere
-2.5000000E+00,-80.4020081E+00,-40.2010040E+00,-119.3467307E+00,+18.8442206E+00
-2.4997500E+00,-26.3819089E+00,-134.4221072E+00,-221.1055222E+00,-180.9045181E+00
-2.4995000E+00,+206.0301456E+00,+199.7487388E+00,+60.3015060E+00,+50.2512550E+00
-2.4992500E+00,-123.1155748E+00,-90.4522591E+00,+0.0E+00,+185.9296436E+00
-2.4990000E+00,-30.1507530E+00,+30.1507530E+00,+0.0E+00,-139.4472327E+00
-2.4987500E+00,+168.3417044E+00,+140.7035141E+00,+0.0E+00,+31.4070344E+00
-2.4985000E+00,-25.1256275E+00,-90.4522591E+00,+43.9698482E+00,+154.5226092E+00
-2.4982500E+00,-192.2110505E+00,-551.5075240E+00,+76.6331639E+00,+61.5577874E+00
-2.4980000E+00,+179.6482368E+00,+300.2512488E+00,-18.8442206E+00,+59.0452247E+00
-2.4977500E+00,-354.2713480E+00,-419.5979795E+00,-148.2412024E+00,-89.1959777E+00
-2.4975000E+00,+20.1005020E+00,-184.6733623E+00,-70.3517570E+00,+35.1758785E+00
-2.4972500E+00,-3.7688441E+00,+170.8542671E+00,-104.2713542E+00,-35.1758785E+00
-2.4970000E+00,-8.7939696E+00,+209.7989898E+00,-229.8994918E+00,-109.2964797E+00
-2.4967500E+00,-87.9396963E+00,-263.8190889E+00,-54.0200992E+00,-370.6030059E+00
-2.4965000E+00,-180.9045181E+00,-174.6231112E+00,-120.6030121E+00,-45.2261295E+00
-2.4962500E+00,+43.9698482E+00,+13.8190951E+00,-26.3819089E+00,-54.0200992E+00
-2.4960000E+00,-40.2010040E+00,-341.7085342E+00,+80.4020081E+00,+140.7035141E+00
-2.4957500E+00,-173.3668299E+00,-213.5678339E+00,-28.8944716E+00,+20.1005020E+00
-2.4955000E+00,-119.3467307E+00,-234.9246173E+00,+13.8190951E+00,-8.7939696E+00
-2.4952500E+00,-8.7939696E+00,+52.7638178E+00,+108.0401983E+00,+241.2060242E+00
-2.4950000E+00,-130.6532631E+00,+38.9447227E+00,-120.6030121E+00,-110.5527611E+00
-2.4947500E+00,-148.2412024E+00,-425.8793864E+00,+23.8693461E+00,-62.8140688E+00
-2.4945000E+00,-149.4974837E+00,-149.4974837E+00,-105.5276356E+00,-130.6532631E+00
-2.4942500E+00,+217.3366780E+00,+1.2474874063E+03,-20.1005020E+00,+111.8090425E+00
-2.4940000E+00,-159.5477347E+00,-380.6532569E+00,+40.2010040E+00,+38.9447227E+00
-2.4937500E+00,-232.4120545E+00,-239.9497428E+00,-101.7587914E+00,-84.1708522E+00
-2.4935000E+00,+90.4522591E+00,+603.0150604E+00,-155.7788906E+00,-251.2562752E+00
-2.4932500E+00,+187.1859250E+00,+177.1356740E+00,+101.7587914E+00,+123.1155748E+00
-2.4930000E+00,-190.9547691E+00,-251.2562752E+00,-109.2964797E+00,-38.9447227E+00
-2.4927500E+00,+67.8391943E+00,-11.3065324E+00,+76.6331639E+00,+138.1909513E+00
-2.4925000E+00,+175.8793926E+00,+386.9346638E+00,-125.6281376E+00,-204.7738643E+00
-2.4922500E+00,-208.5427084E+00,-327.8894391E+00,-163.3165789E+00,-157.0351720E+00
-2.4920000E+00,-119.3467307E+00,-461.0552649E+00,+79.1457267E+00,+79.1457267E+00
-2.4917500E+00,+115.5778866E+00,+190.9547691E+00,+138.1909513E+00,+146.9849210E+00
-2.4915000E+00,-145.7286396E+00,-85.4271336E+00,-84.1708522E+00,+55.2763805E+00
-2.4912500E+00,+30.1507530E+00,-188.4422064E+00,+45.2261295E+00,-46.4824109E+00
-2.4910000E+00,+20.1005020E+00,+189.6984878E+00,-18.8442206E+00,+120.6030121E+00
-2.4907500E+00,+28.8944716E+00,+192.2110505E+00,-89.1959777E+00,+20.1005020E+00
-2.4905000E+00,+104.2713542E+00,-105.5276356E+00,+70.3517570E+00,+90.4522591E+00
-2.4902500E+00,-116.8341680E+00,-90.4522591E+00,+11.3065324E+00,+42.7135668E+00
-2.4900000E+00,-139.4472327E+00,-38.9447227E+00,+219.8492408E+00,+239.9497428E+00
-2.4897500E+00,+55.2763805E+00,-75.3768826E+00,+20.1005020E+00,+125.6281376E+00
-2.4895000E+00,-95.4773846E+00,-79.1457267E+00,-35.1758785E+00,+45.2261295E+00
-2.4892500E+00,-263.8190889E+00,-403.2663217E+00,-50.2512550E+00,-123.1155748E+00
-2.4890000E+00,+120.6030121E+00,+271.3567772E+00,+30.1507530E+00,-30.1507530E+00
-2.4887500E+00,-7.5376883E+00,+204.7738643E+00,-204.7738643E+00,+207.2864270E+00
-2.4885000E+00,-84.1708522E+00,-285.1758723E+00,+169.5979857E+00,+25.1256275E+00
-2.4882500E+00,-139.4472327E+00,-66.5829129E+00,-94.2211032E+00,-70.3517570E+00
-2.4880000E+00,-99.2462287E+00,+59.0452247E+00,-119.3467307E+00,-119.3467307E+00
-2.4877500E+00,+23.8693461E+00,+154.5226092E+00,+72.8643198E+00,+10.0502510E+00
-2.4875000E+00,-179.6482368E+00,-209.7989898E+00,-75.3768826E+00,-45.2261295E+00
