x-axis,1,2,3,4
second,Ampere,Ampere,Ampere,Ampere
-1.000000E+00,-20.100502E+00,+20.100502E+00,-60.301506E+00,-80.402008E+00
-999.900E-03,-70.351757E+00,-60.301506E+00,-60.301506E+00,-100.502510E+00
-999.800E-03,-120.603012E+00,-160.804016E+00,+201.005020E+00,+281.407028E+00
-999.700E-03,+50.251255E+00,+140.703514E+00,-40.201004E+00,-40.201004E+00
-999.600E-03,-180.904518E+00,-120.603012E+00,+0.0E+00,-60.301506E+00
-999.500E-03,-50.251255E+00,-241.206024E+00,-10.050251E+00,+100.502510E+00
-999.400E-03,+100.502510E+00,+321.608032E+00,+0.0E+00,-80.402008E+00
-999.300E-03,+70.351757E+00,+120.603012E+00,-50.251255E+00,-120.603012E+00
-999.200E-03,-221.105522E+00,-381.909538E+00,-80.402008E+00,-100.502510E+00
-999.100E-03,-140.703514E+00,-170.854267E+00,-119.346731E+00,-140.703514E+00
-999.000E-03,+38.944723E+00,-99.246229E+00,+79.145727E+00,-38.944723E+00
-998.900E-03,-129.396982E+00,-301.507530E+00,-120.603012E+00,-160.804016E+00
-998.800E-03,+280.150747E+00,+320.351751E+00,-139.447233E+00,-420.854261E+00
-998.700E-03,+90.452259E+00,+20.100502E+00,+139.447233E+00,+260.050245E+00
-998.600E-03,-100.502510E+00,+79.145727E+00,-59.045225E+00,+40.201004E+00
-998.500E-03,+48.994974E+00,+60.301506E+00,-20.100502E+00,-30.150753E+00
-998.400E-03,+0.0E+00,+18.844221E+00,+60.301506E+00,+221.105522E+00
-998.300E-03,-30.150753E+00,+60.301506E+00,-100.502510E+00,-201.005020E+00
-998.200E-03,-38.944723E+00,-219.849241E+00,+59.045225E+00,+59.045225E+00
-998.100E-03,-50.251255E+00,-110.552761E+00,-69.095476E+00,-169.597986E+00
-998.000E-03,+20.100502E+00,+80.402008E+00,-60.301506E+00,-160.804016E+00
-997.900E-03,-40.201004E+00,-100.502510E+00,+8.793970E+00,+80.402008E+00
-997.800E-03,-139.447233E+00,-60.301506E+00,-239.949743E+00,-219.849241E+00
-997.700E-03,-100.502510E+00,+260.050245E+00,-40.201004E+00,-40.201004E+00
-997.600E-03,+99.246229E+00,+38.944723E+00,+99.246229E+00,+180.904518E+00
-997.500E-03,-179.648237E+00,-311.557781E+00,+8.793970E+00,-201.005020E+00
-997.400E-03,+139.447233E+00,+320.351751E+00,+0.0E+00,-179.648237E+00
-997.300E-03,-28.894472E+00,-89.195978E+00,-80.402008E+00,-20.100502E+00
-997.200E-03,-320.351751E+00,-320.351751E+00,-59.045225E+00,-59.045225E+00
-997.100E-03,+28.894472E+00,-60.301506E+00,-90.452259E+00,+79.145727E+00
-997.000E-03,+59.045225E+00,+139.447233E+00,+60.301506E+00,-38.944723E+00
-996.900E-03,-28.894472E+00,+30.150753E+00,-120.603012E+00,-79.145727E+00
-996.800E-03,+0.0E+00,-119.346731E+00,+159.547735E+00,+99.246229E+00
-996.700E-03,-59.045225E+00,+38.944723E+00,-160.804016E+00,-159.547735E+00
-996.600E-03,-140.703514E+00,-79.145727E+00,-60.301506E+00,-221.105522E+00
-996.500E-03,-48.994974E+00,-231.155773E+00,+8.793970E+00,+40.201004E+00
-996.400E-03,+0.0E+00,+119.346731E+00,-38.944723E+00,-139.447233E+00
-996.300E-03,+100.502510E+00,+592.964809E+00,+8.793970E+00,+89.195978E+00
-996.200E-03,+20.100502E+00,-219.849241E+00,-38.944723E+00,-18.844221E+00
-996.100E-03,-180.904518E+00,-311.557781E+00,+20.100502E+00,+59.045225E+00
-996.000E-03,+219.849241E+00,+400.753759E+00,-239.949743E+00,-440.954763E+00
-995.900E-03,-119.346731E+00,-189.698488E+00,+40.201004E+00,+60.301506E+00
-995.800E-03,-221.105522E+00,-442.211044E+00,-159.547735E+00,-219.849241E+00
-995.700E-03,-28.894472E+00,-10.050251E+00,-59.045225E+00,-60.301506E+00
-995.600E-03,-119.346731E+00,+60.301506E+00,-199.748739E+00,-139.447233E+00
-995.500E-03,-130.653263E+00,-189.698488E+00,+18.844221E+00,-90.452259E+00
-995.400E-03,+219.849241E+00,+59.045225E+00,+160.804016E+00,+320.351751E+00
-995.300E-03,+50.251255E+00,+422.110542E+00,-90.452259E+00,-229.899492E+00
-995.200E-03,-38.944723E+00,-119.346731E+00,-20.100502E+00,-20.100502E+00
-995.100E-03,-189.698488E+00,-8.793970E+00,-109.296480E+00,-139.447233E+00
-995.000E-03,+38.944723E+00,+59.045225E+00,-100.502510E+00,-20.100502E+00
-994.900E-03,-60.301506E+00,-100.502510E+00,-38.944723E+00,-109.296480E+00
-994.800E-03,+60.301506E+00,+40.201004E+00,+38.944723E+00,-541.457273E+00
-994.700E-03,-80.402008E+00,-301.507530E+00,+28.894472E+00,+169.597986E+00
-994.600E-03,+60.301506E+00,+139.447233E+00,-199.748739E+00,-380.653257E+00
-994.500E-03,-69.095476E+00,+80.402008E+00,+8.793970E+00,+119.346731E+00
-994.400E-03,-40.201004E+00,-119.346731E+00,+0.0E+00,+20.100502E+00
-994.300E-03,-20.100502E+00,+28.894472E+00,-40.201004E+00,-110.552761E+00
-994.200E-03,+0.0E+00,-18.844221E+00,-119.346731E+00,-99.246229E+00
-994.100E-03,-90.452259E+00,-38.944723E+00,+8.793970E+00,+0.0E+00
-994.000E-03,+320.351751E+00,+0.0E+00,+120.603012E+00,+440.954763E+00
-993.900E-03,-79.145727E+00,+209.798990E+00,-129.396982E+00,-280.150747E+00
-993.800E-03,+0.0E+00,-461.055265E+00,+0.0E+00,+159.547735E+00
-993.700E-03,-159.547735E+00,-432.160793E+00,-38.944723E+00,-139.447233E+00
-993.600E-03,-100.502510E+00,+59.045225E+00,-160.804016E+00,-241.206024E+00
-993.500E-03,+40.201004E+00,+10.050251E+00,+60.301506E+00,+160.804016E+00
-993.400E-03,-38.944723E+00,+38.944723E+00,-160.804016E+00,-241.206024E+00
-993.300E-03,+0.0E+00,-10.050251E+00,+199.748739E+00,+249.999994E+00
-993.200E-03,+119.346731E+00,+80.402008E+00,+0.0E+00,-18.844221E+00
-993.100E-03,+60.301506E+00,+160.804016E+00,+59.045225E+00,+169.597986E+00
-993.000E-03,-120.603012E+00,-261.306526E+00,+40.201004E+00,+180.904518E+00
-992.900E-03,-60.301506E+00,+8.793970E+00,-140.703514E+00,-251.256275E+00
-992.800E-03,-159.547735E+00,-199.748739E+00,-199.748739E+00,-180.904518E+00
-992.700E-03,-160.804016E+00,-251.256275E+00,+0.0E+00,-100.502510E+00
-992.600E-03,+199.748739E+00,+18.844221E+00,+120.603012E+00,+219.849241E+00
-992.500E-03,+20.100502E+00,+391.959789E+00,-89.195978E+00,-119.346731E+00
-992.400E-03,-239.949743E+00,-380.653257E+00,+38.944723E+00,+119.346731E+00
-992.300E-03,-20.100502E+00,-170.854267E+00,+10.050251E+00,+80.402008E+00
-992.200E-03,+99.246229E+00,+400.753759E+00,-20.100502E+00,+79.145727E+00
-992.100E-03,+80.402008E+00,+80.402008E+00,+30.150753E+00,+0.0E+00
-992.000E-03,-280.150747E+00,-340.452253E+00,-219.849241E+00,-440.954763E+00
-991.900E-03,-10.050251E+00,+139.447233E+00,+30.150753E+00,+160.804016E+00
-991.800E-03,-59.045225E+00,-159.547735E+00,-99.246229E+00,-159.547735E+00
-991.700E-03,-251.256275E+00,-261.306526E+00,-40.201004E+00,-10.050251E+00
-991.600E-03,-40.201004E+00,-100.502510E+00,+60.301506E+00,+120.603012E+00
-991.500E-03,+70.351757E+00,+201.005020E+00,-99.246229E+00,-79.145727E+00
-991.400E-03,-219.849241E+00,-219.849241E+00,-40.201004E+00,-20.100502E+00
-991.300E-03,-60.301506E+00,-301.507530E+00,+79.145727E+00,+119.346731E+00
-991.200E-03,+80.402008E+00,+280.150747E+00,-119.346731E+00,+0.0E+00
-991.100E-03,+48.994974E+00,+160.804016E+00,+20.100502E+00,-48.994974E+00
-991.000E-03,+20.100502E+00,-260.050245E+00,+59.045225E+00,+219.849241E+00
-990.900E-03,-149.497484E+00,-80.402008E+00,-80.402008E+00,-201.005020E+00
-990.800E-03,+0.0E+00,-18.844221E+00,+18.844221E+00,+360.552755E+00
-990.700E-03,-50.251255E+00,+100.502510E+00,-59.045225E+00,-140.703514E+00
-990.600E-03,-179.648237E+00,-682.160787E+00,+119.346731E+00,+99.246229E+00
-990.500E-03,+209.798990E+00,+261.306526E+00,+169.597986E+00,+189.698488E+00
-990.400E-03,+100.502510E+00,+40.201004E+00,-260.050245E+00,-59.045225E+00
-990.300E-03,-281.407028E+00,-249.999994E+00,+109.296480E+00,+219.849241E+00
-990.200E-03,+119.346731E+00,+99.246229E+00,+79.145727E+00,+180.904518E+00
-990.100E-03,+50.251255E+00,+281.407028E+00,-60.301506E+00,-50.251255E+00
-990.000E-03,-59.045225E+00,-59.045225E+00,+18.844221E+00,+99.246229E+00
-989.900E-03,-80.402008E+00,-150.753765E+00,-48.994974E+00,-90.452259E+00
-989.800E-03,-139.447233E+00,-100.502510E+00,-79.145727E+00,-60.301506E+00
-989.700E-03,-30.150753E+00,-48.994974E+00,-80.402008E+00,-109.296480E+00
-989.600E-03,-80.402008E+00,-120.603012E+00,-40.201004E+00,+0.0E+00
-989.500E-03,-40.201004E+00,-30.150753E+00,-159.547735E+00,-119.346731E+00
-989.400E-03,-80.402008E+00,-99.246229E+00,+260.050245E+00,+1.526381872E+03
-989.300E-03,+69.095476E+00,+190.954769E+00,-201.005020E+00,-451.005014E+00
-989.200E-03,-219.849241E+00,-501.256269E+00,+0.0E+00,+79.145727E+00
-989.100E-03,-170.854267E+00,+48.994974E+00,+150.753765E+00,+160.804016E+00
-989.000E-03,+0.0E+00,-119.346731E+00,-239.949743E+00,-260.050245E+00
-988.900E-03,-270.100496E+00,-320.351751E+00,+10.050251E+00,+90.452259E+00
-988.800E-03,-40.201004E+00,-40.201004E+00,-99.246229E+00,-139.447233E+00
-988.700E-03,+0.0E+00,+10.050251E+00,+69.095476E+00,+189.698488E+00
-988.600E-03,+0.0E+00,+80.402008E+00,-99.246229E+00,-260.050245E+00
-988.500E-03,+90.452259E+00,+80.402008E+00,+48.994974E+00,+109.296480E+00
-988.400E-03,-199.748739E+00,-199.748739E+00,-159.547735E+00,-18.844221E+00
-988.300E-03,-70.351757E+00,-130.653263E+00,-28.894472E+00,+18.844221E+00
-988.200E-03,-59.045225E+00,+18.844221E+00,-100.502510E+00,-179.648237E+00
-988.100E-03,-20.100502E+00,-109.296480E+00,-40.201004E+00,+8.793970E+00
-988.000E-03,-59.045225E+00,-179.648237E+00,+79.145727E+00,+903.266309E+00
-987.900E-03,+48.994974E+00,+109.296480E+00,-50.251255E+00,-130.653263E+00
-987.800E-03,-20.100502E+00,-60.301506E+00,-60.301506E+00,-99.246229E+00
-987.700E-03,-30.150753E+00,-28.894472E+00,+10.050251E+00,+120.603012E+00
-987.600E-03,-60.301506E+00,-120.603012E+00,-79.145727E+00,-159.547735E+00
-987.500E-03,-110.552761E+00,-150.753765E+00,-40.201004E+00,+8.793970E+00
-987.400E-03,-40.201004E+00,-20.100502E+00,-99.246229E+00,-179.648237E+00
-987.300E-03,-69.095476E+00,-169.597986E+00,-170.854267E+00,-130.653263E+00
-987.200E-03,-20.100502E+00,+18.844221E+00,-60.301506E+00,-60.301506E+00
-987.100E-03,+159.547735E+00,+251.256275E+00,+40.201004E+00,+170.854267E+00
-987.000E-03,-199.748739E+00,-300.251249E+00,+260.050245E+00,+199.748739E+00
-986.900E-03,-80.402008E+00,-241.206024E+00,-69.095476E+00,+170.854267E+00
-986.800E-03,+0.0E+00,+180.904518E+00,+18.844221E+00,+782.663297E+00
-986.700E-03,-99.246229E+00,-28.894472E+00,-70.351757E+00,-90.452259E+00
-986.600E-03,-119.346731E+00,-260.050245E+00,-219.849241E+00,-199.748739E+00
-986.500E-03,-50.251255E+00,-90.452259E+00,+80.402008E+00,+20.100502E+00
-986.400E-03,+100.502510E+00,-40.201004E+00,-38.944723E+00,-159.547735E+00
-986.300E-03,-69.095476E+00,+70.351757E+00,-90.452259E+00,-60.301506E+00
-986.200E-03,-160.804016E+00,-261.306526E+00,-18.844221E+00,+80.402008E+00
-986.100E-03,+28.894472E+00,+139.447233E+00,-10.050251E+00,-10.050251E+00
-986.000E-03,+60.301506E+00,+100.502510E+00,+20.100502E+00,+100.502510E+00
-985.900E-03,-110.552761E+00,-291.457279E+00,-159.547735E+00,-209.798990E+00
-985.800E-03,+1.043969823E+03,+762.562795E+00,-100.502510E+00,-100.502510E+00
-985.700E-03,+170.854267E+00,+561.557775E+00,+100.502510E+00,+301.507530E+00
-985.600E-03,-79.145727E+00,-139.447233E+00,+59.045225E+00,-140.703514E+00
-985.500E-03,-189.698488E+00,-391.959789E+00,-79.145727E+00,+70.351757E+00
-985.400E-03,-80.402008E+00,+79.145727E+00,-140.703514E+00,-440.954763E+00
-985.300E-03,-8.793970E+00,-169.597986E+00,-70.351757E+00,-20.100502E+00
-985.200E-03,-160.804016E+00,-120.603012E+00,-199.748739E+00,-199.748739E+00
-985.100E-03,-60.301506E+00,+28.894472E+00,+48.994974E+00,+110.552761E+00
-985.000E-03,+219.849241E+00,+140.703514E+00,-38.944723E+00,+0.0E+00
-984.900E-03,+0.0E+00,+50.251255E+00,+28.894472E+00,-50.251255E+00
-984.800E-03,+0.0E+00,-100.502510E+00,+40.201004E+00,+219.849241E+00
-984.700E-03,+8.793970E+00,+209.798990E+00,-8.793970E+00,+80.402008E+00
-984.600E-03,+40.201004E+00,+201.005020E+00,-60.301506E+00,-60.301506E+00
-984.500E-03,-321.608032E+00,-512.562801E+00,-209.798990E+00,-249.999994E+00
-984.400E-03,+239.949743E+00,+119.346731E+00,+59.045225E+00,-20.100502E+00
-984.300E-03,+110.552761E+00,+271.356777E+00,+69.095476E+00,+18.844221E+00
-984.200E-03,-59.045225E+00,-139.447233E+00,-179.648237E+00,-119.346731E+00
-984.100E-03,-90.452259E+00,-120.603012E+00,-28.894472E+00,+190.954769E+00
